1, 581.980, 30.390, 8
2, 602.850, 30.390, 8
3, 623.720, 30.390, 8
4, 644.590, 30.390, 8
5, 665.460, 30.390, 8
6, 519.370, 38.890, 8
7, 540.240, 38.890, 8
8, 561.110, 38.890, 8
9, 581.980, 38.890, 8
10, 602.850, 38.890, 8
11, 623.720, 38.890, 8
12, 644.590, 38.890, 8
13, 665.460, 38.890, 8
14, 686.330, 38.890, 8
15, 707.200, 38.890, 8
16, 498.500, 47.390, 8
17, 519.370, 47.390, 8
18, 540.240, 47.390, 8
19, 561.110, 47.390, 8
20, 581.980, 47.390, 8
21, 602.850, 47.390, 8
22, 623.720, 47.390, 8
23, 644.590, 47.390, 8
24, 665.460, 47.390, 8
25, 686.330, 47.390, 8
26, 707.200, 47.390, 8
27, 728.070, 47.390, 8
28, 748.940, 47.390, 8
29, 477.630, 55.890, 8
30, 498.500, 55.890, 8
31, 519.370, 55.890, 8
32, 540.240, 55.890, 8
33, 561.110, 55.890, 8
34, 581.980, 55.890, 8
35, 602.850, 55.890, 8
36, 623.720, 55.890, 8
37, 644.590, 55.890, 8
38, 665.460, 55.890, 8
39, 686.330, 55.890, 8
40, 707.200, 55.890, 8
41, 728.070, 55.890, 8
42, 748.940, 55.890, 8
43, 769.810, 55.890, 2
44, 790.680, 55.890, 2
45, 456.760, 64.390, 8
46, 477.630, 64.390, 8
47, 498.500, 64.390, 8
48, 519.370, 64.390, 8
49, 540.240, 64.390, 8
50, 561.110, 64.390, 8
51, 581.980, 64.390, 8
52, 602.850, 64.390, 8
53, 623.720, 64.390, 8
54, 644.590, 64.390, 8
55, 665.460, 64.390, 8
56, 686.330, 64.390, 8
57, 707.200, 64.390, 8
58, 728.070, 64.390, 8
59, 748.940, 64.390, 8
60, 769.810, 64.390, 2
61, 790.680, 64.390, 2
62, 811.550, 64.390, 2
63, 435.890, 72.890, 8
64, 456.760, 72.890, 8
65, 477.630, 72.890, 8
66, 498.500, 72.890, 8
67, 519.370, 72.890, 8
68, 540.240, 72.890, 8
69, 561.110, 72.890, 8
70, 581.980, 72.890, 8
71, 602.850, 72.890, 8
72, 623.720, 72.890, 8
73, 644.590, 72.890, 8
74, 665.460, 72.890, 8
75, 686.330, 72.890, 8
76, 707.200, 72.890, 8
77, 728.070, 72.890, 8
78, 748.940, 72.890, 8
79, 769.810, 72.890, 2
80, 790.680, 72.890, 2
81, 811.550, 72.890, 2
82, 832.420, 72.890, 2
83, 415.020, 81.390, 6
84, 435.890, 81.390, 8
85, 456.760, 81.390, 8
86, 477.630, 81.390, 8
87, 498.500, 81.390, 8
88, 519.370, 81.390, 8
89, 540.240, 81.390, 8
90, 561.110, 81.390, 8
91, 581.980, 81.390, 8
92, 602.850, 81.390, 8
93, 623.720, 81.390, 8
94, 644.590, 81.390, 8
95, 665.460, 81.390, 8
96, 686.330, 81.390, 8
97, 707.200, 81.390, 8
98, 728.070, 81.390, 2
99, 748.940, 81.390, 2
100, 769.810, 81.390, 2
101, 790.680, 81.390, 2
102, 811.550, 81.390, 2
103, 832.420, 81.390, 2
104, 853.290, 81.390, 2
105, 394.150, 89.890, 6
106, 415.020, 89.890, 6
107, 435.890, 89.890, 8
108, 456.760, 89.890, 8
109, 477.630, 89.890, 8
110, 498.500, 89.890, 8
111, 519.370, 89.890, 8
112, 540.240, 89.890, 8
113, 561.110, 89.890, 8
114, 581.980, 89.890, 8
115, 602.850, 89.890, 8
116, 623.720, 89.890, 8
117, 644.590, 89.890, 8
118, 665.460, 89.890, 8
119, 686.330, 89.890, 8
120, 707.200, 89.890, 2
121, 728.070, 89.890, 2
122, 748.940, 89.890, 2
123, 769.810, 89.890, 2
124, 790.680, 89.890, 2
125, 811.550, 89.890, 2
126, 832.420, 89.890, 2
127, 853.290, 89.890, 2
128, 874.160, 89.890, 2
129, 373.280, 98.390, 6
130, 394.150, 98.390, 6
131, 415.020, 98.390, 6
132, 435.890, 98.390, 8
133, 456.760, 98.390, 8
134, 477.630, 98.390, 8
135, 498.500, 98.390, 8
136, 519.370, 98.390, 8
137, 540.240, 98.390, 8
138, 561.110, 98.390, 8
139, 581.980, 98.390, 8
140, 602.850, 98.390, 8
141, 623.720, 98.390, 1
142, 644.590, 98.390, 1
143, 665.460, 98.390, 1
144, 686.330, 98.390, 1
145, 707.200, 98.390, 2
146, 728.070, 98.390, 2
147, 748.940, 98.390, 2
148, 769.810, 98.390, 2
149, 790.680, 98.390, 2
150, 811.550, 98.390, 2
151, 832.420, 98.390, 2
152, 853.290, 98.390, 2
153, 874.160, 98.390, 2
154, 352.410, 106.890, 6
155, 373.280, 106.890, 6
156, 394.150, 106.890, 6
157, 415.020, 106.890, 6
158, 435.890, 106.890, 6
159, 456.760, 106.890, 6
160, 477.630, 106.890, 1
161, 498.500, 106.890, 1
162, 519.370, 106.890, 1
163, 540.240, 106.890, 1
164, 561.110, 106.890, 1
165, 581.980, 106.890, 1
166, 602.850, 106.890, 1
167, 623.720, 106.890, 1
168, 644.590, 106.890, 1
169, 665.460, 106.890, 1
170, 686.330, 106.890, 1
171, 707.200, 106.890, 2
172, 728.070, 106.890, 2
173, 748.940, 106.890, 2
174, 769.810, 106.890, 2
175, 790.680, 106.890, 2
176, 811.550, 106.890, 2
177, 832.420, 106.890, 2
178, 853.290, 106.890, 2
179, 874.160, 106.890, 2
180, 895.030, 106.890, 2
181, 331.540, 115.390, 6
182, 352.410, 115.390, 6
183, 373.280, 115.390, 6
184, 394.150, 115.390, 6
185, 415.020, 115.390, 6
186, 435.890, 115.390, 6
187, 456.760, 115.390, 6
188, 477.630, 115.390, 1
189, 498.500, 115.390, 1
190, 519.370, 115.390, 1
191, 540.240, 115.390, 1
192, 561.110, 115.390, 1
193, 581.980, 115.390, 1
194, 602.850, 115.390, 1
195, 623.720, 115.390, 1
196, 644.590, 115.390, 1
197, 665.460, 115.390, 1
198, 686.330, 115.390, 1
199, 707.200, 115.390, 2
200, 728.070, 115.390, 2
201, 748.940, 115.390, 2
202, 769.810, 115.390, 2
203, 790.680, 115.390, 2
204, 811.550, 115.390, 2
205, 832.420, 115.390, 2
206, 853.290, 115.390, 2
207, 874.160, 115.390, 2
208, 895.030, 115.390, 2
209, 310.670, 123.890, 6
210, 331.540, 123.890, 6
211, 352.410, 123.890, 6
212, 373.280, 123.890, 6
213, 394.150, 123.890, 6
214, 415.020, 123.890, 6
215, 435.890, 123.890, 6
216, 456.760, 123.890, 6
217, 477.630, 123.890, 1
218, 498.500, 123.890, 1
219, 519.370, 123.890, 1
220, 540.240, 123.890, 1
221, 561.110, 123.890, 1
222, 581.980, 123.890, 1
223, 602.850, 123.890, 1
224, 623.720, 123.890, 1
225, 644.590, 123.890, 1
226, 665.460, 123.890, 1
227, 686.330, 123.890, 1
228, 707.200, 123.890, 2
229, 728.070, 123.890, 2
230, 748.940, 123.890, 2
231, 769.810, 123.890, 2
232, 790.680, 123.890, 2
233, 811.550, 123.890, 2
234, 832.420, 123.890, 2
235, 853.290, 123.890, 2
236, 874.160, 123.890, 2
237, 895.030, 123.890, 2
238, 915.900, 123.890, 2
239, 268.930, 132.390, 6
240, 289.800, 132.390, 6
241, 310.670, 132.390, 6
242, 331.540, 132.390, 6
243, 352.410, 132.390, 6
244, 373.280, 132.390, 6
245, 394.150, 132.390, 6
246, 415.020, 132.390, 6
247, 435.890, 132.390, 6
248, 456.760, 132.390, 6
249, 477.630, 132.390, 1
250, 498.500, 132.390, 1
251, 519.370, 132.390, 1
252, 540.240, 132.390, 1
253, 561.110, 132.390, 1
254, 581.980, 132.390, 1
255, 602.850, 132.390, 1
256, 623.720, 132.390, 1
257, 644.590, 132.390, 1
258, 665.460, 132.390, 1
259, 686.330, 132.390, 1
260, 707.200, 132.390, 2
261, 728.070, 132.390, 2
262, 748.940, 132.390, 2
263, 769.810, 132.390, 2
264, 790.680, 132.390, 2
265, 811.550, 132.390, 2
266, 832.420, 132.390, 2
267, 853.290, 132.390, 2
268, 874.160, 132.390, 2
269, 895.030, 132.390, 2
270, 915.900, 132.390, 2
271, 268.930, 140.890, 6
272, 289.800, 140.890, 6
273, 310.670, 140.890, 6
274, 331.540, 140.890, 6
275, 352.410, 140.890, 6
276, 373.280, 140.890, 6
277, 394.150, 140.890, 6
278, 415.020, 140.890, 6
279, 435.890, 140.890, 6
280, 456.760, 140.890, 6
281, 477.630, 140.890, 1
282, 498.500, 140.890, 1
283, 519.370, 140.890, 1
284, 540.240, 140.890, 1
285, 561.110, 140.890, 1
286, 581.980, 140.890, 1
287, 602.850, 140.890, 1
288, 623.720, 140.890, 1
289, 644.590, 140.890, 1
290, 665.460, 140.890, 1
291, 686.330, 140.890, 1
292, 707.200, 140.890, 2
293, 728.070, 140.890, 2
294, 748.940, 140.890, 2
295, 769.810, 140.890, 2
296, 790.680, 140.890, 2
297, 811.550, 140.890, 2
298, 832.420, 140.890, 2
299, 853.290, 140.890, 2
300, 874.160, 140.890, 2
301, 895.030, 140.890, 2
302, 915.900, 140.890, 2
303, 936.770, 140.890, 2
304, 248.060, 149.390, 6
305, 268.930, 149.390, 6
306, 289.800, 149.390, 6
307, 310.670, 149.390, 6
308, 331.540, 149.390, 6
309, 352.410, 149.390, 6
310, 373.280, 149.390, 6
311, 394.150, 149.390, 6
312, 415.020, 149.390, 6
313, 435.890, 149.390, 6
314, 456.760, 149.390, 6
315, 477.630, 149.390, 1
316, 498.500, 149.390, 1
317, 519.370, 149.390, 1
318, 540.240, 149.390, 1
319, 561.110, 149.390, 1
320, 581.980, 149.390, 1
321, 602.850, 149.390, 1
322, 623.720, 149.390, 1
323, 644.590, 149.390, 1
324, 665.460, 149.390, 1
325, 686.330, 149.390, 1
326, 707.200, 149.390, 2
327, 728.070, 149.390, 2
328, 748.940, 149.390, 2
329, 769.810, 149.390, 2
330, 790.680, 149.390, 2
331, 811.550, 149.390, 2
332, 832.420, 149.390, 2
333, 853.290, 149.390, 2
334, 874.160, 149.390, 2
335, 895.030, 149.390, 2
336, 915.900, 149.390, 2
337, 936.770, 149.390, 2
338, 227.190, 157.890, 6
339, 248.060, 157.890, 6
340, 268.930, 157.890, 6
341, 289.800, 157.890, 6
342, 310.670, 157.890, 6
343, 331.540, 157.890, 6
344, 352.410, 157.890, 6
345, 373.280, 157.890, 6
346, 394.150, 157.890, 6
347, 415.020, 157.890, 6
348, 435.890, 157.890, 6
349, 456.760, 157.890, 6
350, 477.630, 157.890, 1
351, 498.500, 157.890, 1
352, 519.370, 157.890, 1
353, 540.240, 157.890, 1
354, 561.110, 157.890, 1
355, 581.980, 157.890, 1
356, 602.850, 157.890, 1
357, 623.720, 157.890, 1
358, 644.590, 157.890, 1
359, 665.460, 157.890, 1
360, 686.330, 157.890, 1
361, 707.200, 157.890, 2
362, 728.070, 157.890, 2
363, 748.940, 157.890, 2
364, 769.810, 157.890, 2
